Name,Value,Year,lastValue,rank,colour
Sevilla,13,1571,14,31,q
Sevilla,11,1572,13,31,q
Sevilla,7,1573,11,33,q
Sevilla,10,1574,7,32,q
Sevilla,10,1575,10,31,q
Sevilla,8,1576,10,34,q
Sevilla,8,1577,8,33,q
Sevilla,5,1578,8,33,q
Sevilla,5,1579,5,35,q
Sevilla,20,1580,5,28,q
Sevilla,5,1581,20,34,q
Sevilla,18,1582,5,30,q
Sevilla,11,1583,18,32,q
Sevilla,11,1584,11,32,q
Sevilla,9,1585,11,33,q
Sevilla,12,1586,9,33,q
Sevilla,16,1587,12,33,q
Sevilla,13,1588,16,34,q
Sevilla,4,1589,13,35,q
Sevilla,6,1590,4,36,q
Sevilla,6,1591,6,33,q
Sevilla,4,1592,6,32,q
Sevilla,4,1593,4,35,q
Sevilla,7,1594,4,34,q
Sevilla,10,1595,7,34,q
Sevilla,25,1596,10,30,q
Sevilla,7,1597,25,34,q
Sevilla,22,1598,7,31,q
Sevilla,33,1599,22,26,q
Sevilla,7,1600,33,35,q
Strasbourg,17,1470,17,4,q
Strasbourg,9,1471,17,5,q
Strasbourg,23,1472,9,4,q
Strasbourg,33,1473,23,4,q
Strasbourg,26,1474,33,5,q
Strasbourg,34,1475,26,5,q
Strasbourg,25,1476,34,6,q
Strasbourg,24,1477,25,7,q
Strasbourg,21,1478,24,7,q
Strasbourg,39,1479,21,3,q
Strasbourg,13,1480,39,12,q
Strasbourg,19,1481,13,9,q
Strasbourg,33,1482,19,6,q
Strasbourg,55,1483,33,3,q
Strasbourg,36,1484,55,4,q
Strasbourg,35,1485,36,8,q
Strasbourg,40,1486,35,4,q
Strasbourg,40,1487,40,5,q
Strasbourg,50,1488,40,5,q
Strasbourg,44,1489,50,7,q
Strasbourg,65,1490,44,8,q
Strasbourg,30,1491,65,9,q
Strasbourg,15,1492,30,14,q
Strasbourg,50,1493,15,5,q
Strasbourg,29,1494,50,10,q
Strasbourg,46,1495,29,11,q
Strasbourg,40,1496,46,9,q
Strasbourg,34,1497,40,9,q
Strasbourg,36,1498,34,7,q
Strasbourg,57,1499,36,5,q
Strasbourg,118,1500,57,7,q
Strasbourg,39,1501,118,7,q
Strasbourg,50,1502,39,4,q
Strasbourg,44,1503,50,6,q
Strasbourg,40,1504,44,6,q
Strasbourg,63,1505,40,6,q
Strasbourg,50,1506,63,6,q
Strasbourg,61,1507,50,4,q
Strasbourg,71,1508,61,6,q
Strasbourg,80,1509,71,4,q
Strasbourg,90,1510,80,5,q
Strasbourg,65,1511,90,5,q
Strasbourg,87,1512,65,5,q
Strasbourg,101,1513,87,3,q
Strasbourg,87,1514,101,5,q
Strasbourg,121,1515,87,4,q
Strasbourg,102,1516,121,5,q
Strasbourg,67,1517,102,5,q
Strasbourg,83,1518,67,5,q
Strasbourg,105,1519,83,6,q
Strasbourg,155,1520,105,4,q
Strasbourg,140,1521,155,3,q
Strasbourg,171,1522,140,3,q
Strasbourg,214,1523,171,2,q
Strasbourg,219,1524,214,2,q
Strasbourg,177,1525,219,3,q
Strasbourg,84,1526,177,8,q
Strasbourg,93,1527,84,5,q
Strasbourg,65,1528,93,9,q
Strasbourg,111,1529,65,6,q
Strasbourg,113,1530,111,6,q
Strasbourg,54,1531,113,11,q
Strasbourg,36,1532,54,12,q
Strasbourg,50,1533,36,11,q
Strasbourg,62,1534,50,10,q
Strasbourg,79,1535,62,10,q
Strasbourg,77,1536,79,9,q
Strasbourg,69,1537,77,10,q
Strasbourg,88,1538,69,7,q
Strasbourg,122,1539,88,4,q
Strasbourg,116,1540,122,6,q
Strasbourg,77,1541,116,7,q
Strasbourg,81,1542,77,8,q
Strasbourg,57,1543,81,11,q
Strasbourg,74,1544,57,10,q
Strasbourg,88,1545,74,11,q
Strasbourg,85,1546,88,10,q
Strasbourg,28,1547,85,15,q
Strasbourg,29,1548,28,18,q
Strasbourg,38,1549,29,15,q
Strasbourg,49,1550,38,16,q
Strasbourg,47,1551,49,15,q
Strasbourg,37,1552,47,16,q
Strasbourg,29,1553,37,18,q
Strasbourg,54,1554,29,15,q
Strasbourg,80,1555,54,10,q
Strasbourg,67,1556,80,12,q
Strasbourg,69,1557,67,11,q
Strasbourg,59,1558,69,13,q
Strasbourg,47,1559,59,15,q
Strasbourg,90,1560,47,11,q
Strasbourg,53,1561,90,15,q
Strasbourg,57,1562,53,15,q
Strasbourg,52,1563,57,16,q
Strasbourg,71,1564,52,13,q
Strasbourg,64,1565,71,14,q
Strasbourg,60,1566,64,18,q
Strasbourg,56,1567,60,15,q
Strasbourg,65,1568,56,14,q
Strasbourg,42,1569,65,17,q
Strasbourg,77,1570,42,13,q
Strasbourg,47,1571,77,16,q
Strasbourg,48,1572,47,16,q
Strasbourg,44,1573,48,17,q
Strasbourg,52,1574,44,15,q
Strasbourg,73,1575,52,12,q
Strasbourg,48,1576,73,16,q
Strasbourg,50,1577,48,15,q
Strasbourg,71,1578,50,12,q
Strasbourg,36,1579,71,19,q
Strasbourg,67,1580,36,14,q
Strasbourg,60,1581,67,15,q
Strasbourg,51,1582,60,15,q
Strasbourg,58,1583,51,15,q
Strasbourg,44,1584,58,20,q
Strasbourg,60,1585,44,17,q
Strasbourg,73,1586,60,14,q
Strasbourg,62,1587,73,18,q
Strasbourg,59,1588,62,17,q
Strasbourg,66,1589,59,15,q
Strasbourg,91,1590,66,11,q
Strasbourg,57,1591,91,16,q
Strasbourg,121,1592,57,7,q
Strasbourg,61,1593,121,15,q
Strasbourg,78,1594,61,15,q
Strasbourg,67,1595,78,15,q
Strasbourg,71,1596,67,17,q
Strasbourg,99,1597,71,14,q
Strasbourg,63,1598,99,18,q
Strasbourg,44,1599,63,25,q
Strasbourg,49,1600,44,23,q
Toulouse,4,1472,4,12,q
Toulouse,6,1475,4,13,q
Toulouse,15,1476,6,10,q
Toulouse,1,1477,15,17,q
Toulouse,1,1478,1,19,q
Toulouse,10,1479,1,12,q
Toulouse,10,1480,10,15,q
Toulouse,3,1481,10,19,q
Toulouse,1,1482,3,21,q
Toulouse,12,1484,1,13,q
Toulouse,6,1485,12,18,q
Toulouse,4,1486,6,22,q
Toulouse,20,1488,4,14,q
Toulouse,7,1489,20,16,q
Toulouse,6,1490,7,19,q
Toulouse,2,1491,6,24,q
Toulouse,3,1492,2,25,q
Toulouse,12,1494,3,18,q
Toulouse,1,1495,12,27,q
Toulouse,2,1496,1,26,q
Toulouse,2,1497,2,27,q
Toulouse,2,1502,2,23,q
Toulouse,3,1504,2,26,q
Toulouse,2,1505,3,27,q
Toulouse,1,1507,2,27,q
Toulouse,3,1508,1,26,q
Toulouse,2,1509,3,27,q
Toulouse,1,1510,2,29,q
Toulouse,1,1512,1,32,q
Toulouse,2,1513,1,28,q
Toulouse,1,1514,2,31,q
Toulouse,3,1515,1,30,q
Toulouse,4,1516,3,27,q
Toulouse,6,1517,4,23,q
Toulouse,4,1518,6,27,q
Toulouse,14,1519,4,21,q
Toulouse,19,1520,14,22,q
Toulouse,8,1521,19,24,q
Toulouse,10,1522,8,21,q
Toulouse,11,1523,10,21,q
Toulouse,5,1524,11,26,q
Toulouse,3,1525,5,28,q
Toulouse,7,1526,3,24,q
Toulouse,3,1527,7,29,q
Toulouse,3,1528,3,30,q
Toulouse,8,1529,3,21,q
Toulouse,10,1530,8,21,q
Toulouse,5,1531,10,25,q
Toulouse,14,1532,5,21,q
Toulouse,6,1533,14,27,q
Toulouse,7,1534,6,24,q
Toulouse,15,1535,7,20,q
Toulouse,14,1536,15,19,q
Toulouse,8,1537,14,22,q
Toulouse,21,1538,8,16,q
Toulouse,13,1539,21,22,q
Toulouse,15,1540,13,22,q
Toulouse,12,1541,15,22,q
Toulouse,8,1542,12,25,q
Toulouse,18,1543,8,21,q
Toulouse,14,1544,18,23,q
Toulouse,13,1545,14,23,q
Toulouse,14,1546,13,24,q
Toulouse,8,1547,14,28,q
Toulouse,11,1548,8,26,q
Toulouse,7,1549,11,27,q
Toulouse,7,1550,7,30,q
Toulouse,11,1551,7,27,q
Toulouse,23,1552,11,19,q
Toulouse,16,1553,23,23,q
Toulouse,17,1554,16,25,q
Toulouse,18,1555,17,21,q
Toulouse,9,1556,18,29,q
Toulouse,8,1557,9,32,q
Toulouse,20,1558,8,23,q
Toulouse,14,1559,20,27,q
Toulouse,5,1560,14,34,q
Toulouse,7,1561,5,32,q
Toulouse,14,1562,7,28,q
Toulouse,18,1563,14,26,q
Toulouse,13,1564,18,29,q
Toulouse,18,1565,13,27,q
Toulouse,11,1566,18,32,q
Toulouse,12,1567,11,30,q
Toulouse,19,1568,12,27,q
Toulouse,2,1569,19,35,q
Toulouse,6,1570,2,34,q
Toulouse,10,1572,6,33,q
Toulouse,5,1573,10,34,q
Toulouse,2,1574,5,36,q
Toulouse,3,1576,2,36,q
Toulouse,1,1577,3,36,q
Toulouse,2,1578,1,36,q
Toulouse,2,1579,2,36,q
Toulouse,3,1580,2,36,q
Toulouse,4,1581,3,35,q
Toulouse,1,1582,4,36,q
Toulouse,1,1583,1,36,q
Toulouse,1,1584,1,36,q
Toulouse,3,1585,1,36,q
Toulouse,1,1586,3,36,q
Toulouse,4,1587,1,35,q
Toulouse,7,1588,4,36,q
Toulouse,42,1589,7,22,q
Toulouse,12,1590,42,32,q
Toulouse,7,1591,12,32,q
Toulouse,2,1592,7,35,q
Toulouse,12,1593,2,32,q
Toulouse,6,1594,12,36,q
Toulouse,5,1595,6,36,q
Toulouse,9,1596,5,36,q
Toulouse,8,1597,9,33,q
Toulouse,4,1598,8,36,q
Toulouse,4,1599,4,36,q
Toulouse,8,1600,4,34,q
Tuebingen,6,1498,6,23,q
Tuebingen,9,1499,6,18,q
Tuebingen,7,1500,9,25,q
Tuebingen,5,1501,7,23,q
Tuebingen,8,1511,5,21,q
Tuebingen,14,1512,8,16,q
Tuebingen,16,1513,14,17,q
Tuebingen,12,1514,16,19,q
Tuebingen,17,1515,12,21,q
Tuebingen,9,1516,17,23,q
Tuebingen,9,1523,9,23,q
Tuebingen,6,1524,9,23,q
Tuebingen,12,1525,6,20,q
Tuebingen,13,1526,12,21,q
Tuebingen,11,1527,13,17,q
Tuebingen,10,1528,11,18,q
Tuebingen,7,1529,10,22,q
Tuebingen,6,1530,7,26,q
Tuebingen,6,1531,6,24,q
Tuebingen,5,1532,6,25,q
Tuebingen,9,1533,5,22,q
Tuebingen,8,1534,9,21,q
Tuebingen,9,1535,8,24,q
Tuebingen,5,1536,9,25,q
Tuebingen,5,1537,5,28,q
Tuebingen,5,1538,5,27,q
Tuebingen,4,1539,5,29,q
Tuebingen,9,1540,4,29,q
Tuebingen,3,1541,9,30,q
Tuebingen,4,1542,3,32,q
Tuebingen,4,1543,4,33,q
Tuebingen,9,1544,4,29,q
Tuebingen,7,1545,9,29,q
Tuebingen,5,1546,7,32,q
Tuebingen,3,1547,5,32,q
Tuebingen,5,1548,3,30,q
Tuebingen,2,1549,5,32,q
Tuebingen,7,1550,2,32,q
Tuebingen,6,1551,7,30,q
Tuebingen,18,1552,6,21,q
Tuebingen,24,1553,18,19,q
Tuebingen,21,1554,24,21,q
Tuebingen,14,1555,21,24,q
Tuebingen,16,1556,14,22,q
Tuebingen,18,1557,16,22,q
Tuebingen,20,1558,18,22,q
Tuebingen,14,1559,20,26,q
Tuebingen,18,1560,14,25,q
Tuebingen,27,1561,18,19,q
Tuebingen,37,1562,27,18,q
Tuebingen,21,1563,37,23,q
Tuebingen,26,1564,21,22,q
Tuebingen,37,1565,26,17,q
Tuebingen,17,1566,37,26,q
Tuebingen,23,1567,17,23,q
Tuebingen,35,1568,23,19,q
Tuebingen,29,1569,35,20,q
Tuebingen,25,1570,29,23,q
Tuebingen,22,1571,25,23,q
Tuebingen,25,1572,22,22,q
Tuebingen,30,1573,25,20,q
Tuebingen,34,1574,30,19,q
Tuebingen,39,1575,34,19,q
Tuebingen,31,1576,39,22,q
Tuebingen,23,1577,31,23,q
Tuebingen,40,1578,23,19,q
Tuebingen,39,1579,40,18,q
Tuebingen,54,1580,39,17,q
Tuebingen,46,1581,54,16,q
Tuebingen,46,1582,46,16,q
Tuebingen,57,1583,46,16,q
Tuebingen,61,1584,57,16,q
Tuebingen,72,1585,61,14,q
Tuebingen,85,1586,72,10,q
Tuebingen,63,1587,85,16,q
Tuebingen,80,1588,63,13,q
Tuebingen,96,1589,80,10,q
Tuebingen,66,1590,96,18,q
Tuebingen,55,1591,66,18,q
Tuebingen,74,1592,55,15,q
Tuebingen,60,1593,74,16,q
Tuebingen,40,1594,60,20,q
Tuebingen,50,1595,40,20,q
Tuebingen,95,1596,50,15,q
Tuebingen,100,1597,95,13,q
Tuebingen,52,1598,100,20,q
Tuebingen,67,1599,52,17,q
Tuebingen,56,1600,67,22,q
Venezia,1,1455,1,2,q
Venezia,1,1461,1,2,q
Venezia,1,1468,1,4,q
Venezia,3,1469,1,3,q
Venezia,22,1470,3,3,q
Venezia,72,1471,22,1,q
Venezia,75,1472,72,1,q
Venezia,31,1473,75,5,q
Venezia,45,1474,31,2,q
Venezia,62,1475,45,3,q
Venezia,61,1476,62,1,q
Venezia,65,1477,61,1,q
Venezia,74,1478,65,1,q
Venezia,42,1479,74,1,q
Venezia,82,1480,42,1,q
Venezia,96,1481,82,1,q
Venezia,84,1482,96,1,q
Venezia,93,1483,84,1,q
Venezia,79,1484,93,1,q
Venezia,96,1485,79,2,q
Venezia,96,1486,96,1,q
Venezia,89,1487,96,1,q
Venezia,101,1488,89,2,q
Venezia,89,1489,101,1,q
Venezia,144,1490,89,1,q
Venezia,130,1491,144,1,q
Venezia,141,1492,130,1,q
Venezia,139,1493,141,2,q
Venezia,154,1494,139,2,q
Venezia,151,1495,154,3,q
Venezia,132,1496,151,1,q
Venezia,135,1497,132,2,q
Venezia,145,1498,135,2,q
Venezia,167,1499,145,2,q
Venezia,313,1500,167,2,q
Venezia,133,1501,313,2,q
Venezia,156,1502,133,2,q
Venezia,148,1503,156,2,q
Venezia,130,1504,148,1,q
Venezia,146,1505,130,2,q
Venezia,126,1506,146,2,q
Venezia,122,1507,126,2,q
Venezia,148,1508,122,2,q
Venezia,73,1509,148,5,q
Venezia,73,1510,73,7,q
Venezia,90,1511,73,3,q
Venezia,87,1512,90,4,q
Venezia,101,1513,87,2,q
Venezia,113,1514,101,2,q
Venezia,126,1515,113,3,q
Venezia,129,1516,126,2,q
Venezia,133,1517,129,2,q
Venezia,153,1518,133,3,q
Venezia,120,1519,153,4,q
Venezia,134,1520,120,6,q
Venezia,136,1521,134,4,q
Venezia,168,1522,136,4,q
Venezia,139,1523,168,5,q
Venezia,152,1524,139,5,q
Venezia,168,1525,152,4,q
Venezia,174,1526,168,2,q
Venezia,111,1527,174,3,q
Venezia,94,1528,111,4,q
Venezia,66,1529,94,9,q
Venezia,104,1530,66,7,q
Venezia,119,1531,104,5,q
Venezia,119,1532,119,3,q
Venezia,135,1533,119,3,q
Venezia,176,1534,135,3,q
Venezia,201,1535,176,3,q
Venezia,180,1536,201,3,q
Venezia,198,1537,180,3,q
Venezia,231,1538,198,3,q
Venezia,190,1539,231,3,q
Venezia,198,1540,190,4,q
Venezia,198,1541,198,3,q
Venezia,209,1542,198,3,q
Venezia,269,1543,209,3,q
Venezia,264,1544,269,3,q
Venezia,277,1545,264,3,q
Venezia,225,1546,277,3,q
Venezia,250,1547,225,3,q
Venezia,263,1548,250,3,q
Venezia,279,1549,263,3,q
Venezia,331,1550,279,3,q
Venezia,254,1551,331,3,q
Venezia,299,1552,254,2,q
Venezia,290,1553,299,2,q
Venezia,293,1554,290,3,q
Venezia,283,1555,293,3,q
Venezia,279,1556,283,3,q
Venezia,258,1557,279,3,q
Venezia,334,1558,258,3,q
Venezia,275,1559,334,3,q
Venezia,370,1560,275,4,q
Venezia,319,1561,370,3,q
Venezia,372,1562,319,2,q
Venezia,334,1563,372,2,q
Venezia,350,1564,334,2,q
Venezia,388,1565,350,2,q
Venezia,358,1566,388,2,q
Venezia,340,1567,358,2,q
Venezia,396,1568,340,2,q
Venezia,382,1569,396,2,q
Venezia,385,1570,382,1,q
Venezia,332,1571,385,2,q
Venezia,407,1572,332,2,q
Venezia,310,1573,407,2,q
Venezia,386,1574,310,2,q
Venezia,408,1575,386,2,q
Venezia,274,1576,408,2,q
Venezia,143,1577,274,5,q
Venezia,265,1578,143,2,q
Venezia,265,1579,265,2,q
Venezia,337,1580,265,2,q
Venezia,341,1581,337,2,q
Venezia,358,1582,341,2,q
Venezia,343,1583,358,2,q
Venezia,434,1584,343,2,q
Venezia,418,1585,434,2,q
Venezia,436,1586,418,2,q
Venezia,430,1587,436,2,q
Venezia,421,1588,430,2,q
Venezia,335,1589,421,2,q
Venezia,307,1590,335,1,q
Venezia,281,1591,307,2,q
Venezia,302,1592,281,1,q
Venezia,247,1593,302,1,q
Venezia,222,1594,247,4,q
Venezia,266,1595,222,3,q
Venezia,335,1596,266,2,q
Venezia,328,1597,335,2,q
Venezia,315,1598,328,2,q
Venezia,356,1599,315,2,q
Venezia,308,1600,356,3,q
Wittenberg,2,1502,2,24,q
Wittenberg,10,1503,2,16,q
Wittenberg,6,1504,10,20,q
Wittenberg,15,1505,6,16,q
Wittenberg,9,1508,15,20,q
Wittenberg,13,1509,9,19,q
Wittenberg,8,1510,13,22,q
Wittenberg,12,1511,8,17,q
Wittenberg,11,1512,12,20,q
Wittenberg,10,1513,11,23,q
Wittenberg,8,1514,10,23,q
Wittenberg,8,1515,8,25,q
Wittenberg,11,1516,8,22,q
Wittenberg,5,1517,11,24,q
Wittenberg,29,1518,5,14,q
Wittenberg,46,1519,29,11,q
Wittenberg,109,1520,46,8,q
Wittenberg,105,1521,109,7,q
Wittenberg,83,1522,105,8,q
Wittenberg,128,1523,83,6,q
Wittenberg,111,1524,128,6,q
Wittenberg,153,1525,111,5,q
Wittenberg,97,1526,153,6,q
Wittenberg,72,1527,97,8,q
Wittenberg,59,1528,72,11,q
Wittenberg,85,1529,59,7,q
Wittenberg,100,1530,85,8,q
Wittenberg,91,1531,100,6,q
Wittenberg,72,1532,91,9,q
Wittenberg,87,1533,72,6,q
Wittenberg,83,1534,87,6,q
Wittenberg,92,1535,83,6,q
Wittenberg,88,1536,92,6,q
Wittenberg,113,1537,88,4,q
Wittenberg,104,1538,113,5,q
Wittenberg,91,1539,104,6,q
Wittenberg,72,1540,91,11,q
Wittenberg,101,1541,72,5,q
Wittenberg,111,1542,101,5,q
Wittenberg,83,1543,111,8,q
Wittenberg,79,1544,83,9,q
Wittenberg,100,1545,79,8,q
Wittenberg,157,1546,100,4,q
Wittenberg,36,1547,157,10,q
Wittenberg,60,1548,36,9,q
Wittenberg,79,1549,60,7,q
Wittenberg,137,1550,79,7,q
Wittenberg,150,1551,137,4,q
Wittenberg,98,1552,150,6,q
Wittenberg,93,1553,98,7,q
Wittenberg,120,1554,93,5,q
Wittenberg,124,1555,120,7,q
Wittenberg,172,1556,124,5,q
Wittenberg,171,1557,172,4,q
Wittenberg,183,1558,171,4,q
Wittenberg,167,1559,183,4,q
Wittenberg,184,1560,167,5,q
Wittenberg,139,1561,184,5,q
Wittenberg,151,1562,139,5,q
Wittenberg,166,1563,151,4,q
Wittenberg,142,1564,166,5,q
Wittenberg,134,1565,142,6,q
Wittenberg,133,1566,134,6,q
Wittenberg,93,1567,133,7,q
Wittenberg,120,1568,93,5,q
Wittenberg,115,1569,120,6,q
Wittenberg,163,1570,115,6,q
Wittenberg,150,1571,163,5,q
Wittenberg,109,1572,150,7,q
Wittenberg,87,1573,109,6,q
Wittenberg,88,1574,87,9,q
Wittenberg,79,1575,88,10,q
Wittenberg,70,1576,79,10,q
Wittenberg,66,1577,70,11,q
Wittenberg,52,1578,66,13,q
Wittenberg,70,1579,52,10,q
Wittenberg,103,1580,70,10,q
Wittenberg,110,1581,103,6,q
Wittenberg,101,1582,110,7,q
Wittenberg,75,1583,101,14,q
Wittenberg,116,1584,75,7,q
Wittenberg,116,1585,116,7,q
Wittenberg,148,1586,116,7,q
Wittenberg,134,1587,148,7,q
Wittenberg,120,1588,134,7,q
Wittenberg,77,1589,120,13,q
Wittenberg,76,1590,77,16,q
Wittenberg,90,1591,76,12,q
Wittenberg,83,1592,90,14,q
Wittenberg,209,1593,83,2,q
Wittenberg,152,1594,209,7,q
Wittenberg,163,1595,152,5,q
Wittenberg,190,1596,163,6,q
Wittenberg,147,1597,190,7,q
Wittenberg,148,1598,147,7,q
Wittenberg,158,1599,148,5,q
Wittenberg,133,1600,158,10,q
