Name,Value,Year,lastValue,rank,colour
Nuernberg,133,1545,85,5,q
Nuernberg,130,1546,133,5,q
Nuernberg,45,1547,130,8,q
Nuernberg,63,1548,45,7,q
Nuernberg,74,1549,63,8,q
Nuernberg,153,1550,74,6,q
Nuernberg,50,1551,153,14,q
Nuernberg,70,1552,50,7,q
Nuernberg,151,1553,70,6,q
Nuernberg,118,1554,151,6,q
Nuernberg,263,1555,118,4,q
Nuernberg,102,1556,263,8,q
Nuernberg,59,1557,102,12,q
Nuernberg,85,1558,59,8,q
Nuernberg,66,1559,85,10,q
Nuernberg,415,1560,66,2,q
Nuernberg,102,1561,415,9,q
Nuernberg,70,1562,102,12,q
Nuernberg,67,1563,70,13,q
Nuernberg,89,1564,67,9,q
Nuernberg,94,1565,89,8,q
Nuernberg,68,1566,94,15,q
Nuernberg,74,1567,68,13,q
Nuernberg,86,1568,74,11,q
Nuernberg,71,1569,86,11,q
Nuernberg,160,1570,71,7,q
Nuernberg,67,1571,160,13,q
Nuernberg,54,1572,67,13,q
Nuernberg,73,1573,54,12,q
Nuernberg,52,1574,73,14,q
Nuernberg,58,1575,52,15,q
Nuernberg,67,1576,58,12,q
Nuernberg,63,1577,67,12,q
Nuernberg,46,1578,63,16,q
Nuernberg,61,1579,46,13,q
Nuernberg,128,1580,61,7,q
Nuernberg,70,1581,128,13,q
Nuernberg,55,1582,70,14,q
Nuernberg,79,1583,55,11,q
Nuernberg,46,1584,79,17,q
Nuernberg,66,1585,46,16,q
Nuernberg,72,1586,66,15,q
Nuernberg,52,1587,72,23,q
Nuernberg,58,1588,52,19,q
Nuernberg,88,1589,58,12,q
Nuernberg,82,1590,88,13,q
Nuernberg,55,1591,82,17,q
Nuernberg,40,1592,55,20,q
Nuernberg,47,1593,40,19,q
Nuernberg,73,1594,47,17,q
Nuernberg,64,1595,73,16,q
Nuernberg,80,1596,64,16,q
Nuernberg,84,1597,80,15,q
Nuernberg,74,1598,84,16,q
Nuernberg,80,1599,74,15,q
Nuernberg,82,1600,80,18,q
Paris,2,1470,2,8,q
Paris,9,1471,2,6,q
Paris,11,1472,9,8,q
Paris,21,1473,11,6,q
Paris,11,1474,21,9,q
Paris,34,1475,11,6,q
Paris,26,1476,34,5,q
Paris,15,1477,26,9,q
Paris,15,1478,15,10,q
Paris,15,1479,15,10,q
Paris,32,1480,15,7,q
Paris,12,1481,32,12,q
Paris,27,1482,12,9,q
Paris,45,1483,27,4,q
Paris,29,1484,45,5,q
Paris,44,1485,29,7,q
Paris,43,1486,44,3,q
Paris,22,1487,43,10,q
Paris,83,1488,22,3,q
Paris,80,1489,83,2,q
Paris,144,1490,80,2,q
Paris,102,1491,144,2,q
Paris,127,1492,102,2,q
Paris,142,1493,127,1,q
Paris,164,1494,142,1,q
Paris,202,1495,164,1,q
Paris,110,1496,202,2,q
Paris,151,1497,110,1,q
Paris,242,1498,151,1,q
Paris,210,1499,242,1,q
Paris,394,1500,210,1,q
Paris,171,1501,394,1,q
Paris,174,1502,171,1,q
Paris,178,1503,174,1,q
Paris,121,1504,178,2,q
Paris,319,1505,121,1,q
Paris,206,1506,319,1,q
Paris,237,1507,206,1,q
Paris,255,1508,237,1,q
Paris,244,1509,255,1,q
Paris,356,1510,244,1,q
Paris,267,1511,356,1,q
Paris,333,1512,267,1,q
Paris,309,1513,333,1,q
Paris,275,1514,309,1,q
Paris,325,1515,275,1,q
Paris,267,1516,325,1,q
Paris,264,1517,267,1,q
Paris,263,1518,264,1,q
Paris,261,1519,263,1,q
Paris,423,1520,261,1,q
Paris,314,1521,423,1,q
Paris,190,1522,314,2,q
Paris,181,1523,190,3,q
Paris,185,1524,181,3,q
Paris,208,1525,185,1,q
Paris,224,1526,208,1,q
Paris,282,1527,224,1,q
Paris,351,1528,282,1,q
Paris,428,1529,351,1,q
Paris,555,1530,428,1,q
Paris,404,1531,555,1,q
Paris,323,1532,404,1,q
Paris,331,1533,323,1,q
Paris,451,1534,331,1,q
Paris,393,1535,451,1,q
Paris,435,1536,393,1,q
Paris,475,1537,435,1,q
Paris,571,1538,475,1,q
Paris,611,1539,571,1,q
Paris,711,1540,611,1,q
Paris,506,1541,711,1,q
Paris,666,1542,506,1,q
Paris,663,1543,666,1,q
Paris,480,1544,663,1,q
Paris,577,1545,480,1,q
Paris,434,1546,577,1,q
Paris,497,1547,434,1,q
Paris,542,1548,497,1,q
Paris,526,1549,542,1,q
Paris,621,1550,526,1,q
Paris,505,1551,621,1,q
Paris,496,1552,505,1,q
Paris,510,1553,496,1,q
Paris,525,1554,510,1,q
Paris,587,1555,525,1,q
Paris,590,1556,587,1,q
Paris,533,1557,590,1,q
Paris,481,1558,533,1,q
Paris,540,1559,481,1,q
Paris,646,1560,540,1,q
Paris,606,1561,646,1,q
Paris,487,1562,606,1,q
Paris,421,1563,487,1,q
Paris,447,1564,421,1,q
Paris,464,1565,447,1,q
Paris,454,1566,464,1,q
Paris,532,1567,454,1,q
Paris,402,1568,532,1,q
Paris,407,1569,402,1,q
Paris,357,1570,407,2,q
Paris,388,1571,357,1,q
Paris,543,1572,388,1,q
Paris,602,1573,543,1,q
Paris,512,1574,602,1,q
Paris,465,1575,512,1,q
Paris,402,1576,465,1,q
Paris,476,1577,402,1,q
Paris,598,1578,476,1,q
Paris,502,1579,598,1,q
Paris,445,1580,502,1,q
Paris,386,1581,445,1,q
Paris,515,1582,386,1,q
Paris,544,1583,515,1,q
Paris,451,1584,544,1,q
Paris,534,1585,451,1,q
Paris,612,1586,534,1,q
Paris,604,1587,612,1,q
Paris,844,1588,604,1,q
Paris,697,1589,844,1,q
Paris,220,1590,697,3,q
Paris,97,1591,220,10,q
Paris,44,1592,97,18,q
Paris,141,1593,44,9,q
Paris,329,1594,141,1,q
Paris,426,1595,329,1,q
Paris,362,1596,426,1,q
Paris,425,1597,362,1,q
Paris,483,1598,425,1,q
Paris,381,1599,483,1,q
Paris,452,1600,381,1,q
Poitiers,7,1479,7,15,q
Poitiers,5,1480,7,18,q
Poitiers,1,1482,5,24,q
Poitiers,4,1483,1,19,q
Poitiers,1,1484,4,23,q
Poitiers,2,1485,1,21,q
Poitiers,11,1486,2,14,q
Poitiers,3,1487,11,21,q
Poitiers,1,1488,3,25,q
Poitiers,1,1489,1,25,q
Poitiers,5,1490,1,21,q
Poitiers,3,1491,5,21,q
Poitiers,2,1492,3,26,q
Poitiers,5,1495,2,25,q
Poitiers,5,1496,5,23,q
Poitiers,5,1497,5,22,q
Poitiers,1,1498,5,27,q
Poitiers,7,1499,1,22,q
Poitiers,15,1500,7,21,q
Poitiers,1,1501,15,26,q
Poitiers,1,1503,1,27,q
Poitiers,8,1504,1,18,q
Poitiers,3,1505,8,24,q
Poitiers,1,1506,3,27,q
Poitiers,2,1508,1,29,q
Poitiers,1,1509,2,29,q
Poitiers,1,1510,1,30,q
Poitiers,3,1513,1,27,q
Poitiers,1,1514,3,30,q
Poitiers,6,1515,1,26,q
Poitiers,2,1516,6,30,q
Poitiers,6,1518,2,26,q
Poitiers,2,1519,6,30,q
Poitiers,4,1520,2,29,q
Poitiers,3,1521,4,29,q
Poitiers,6,1522,3,26,q
Poitiers,4,1523,6,30,q
Poitiers,6,1524,4,25,q
Poitiers,5,1525,6,25,q
Poitiers,4,1526,5,26,q
Poitiers,6,1527,4,24,q
Poitiers,5,1528,6,23,q
Poitiers,2,1529,5,27,q
Poitiers,4,1530,2,28,q
Poitiers,3,1531,4,29,q
Poitiers,5,1532,3,27,q
Poitiers,2,1533,5,32,q
Poitiers,11,1535,2,23,q
Poitiers,7,1536,11,24,q
Poitiers,6,1537,7,26,q
Poitiers,1,1538,6,31,q
Poitiers,3,1539,1,30,q
Poitiers,8,1540,3,31,q
Poitiers,9,1541,8,24,q
Poitiers,7,1542,9,26,q
Poitiers,10,1543,7,26,q
Poitiers,13,1544,10,24,q
Poitiers,12,1545,13,25,q
Poitiers,10,1546,12,28,q
Poitiers,10,1547,10,27,q
Poitiers,6,1548,10,29,q
Poitiers,4,1549,6,29,q
Poitiers,10,1550,4,29,q
Poitiers,6,1551,10,29,q
Poitiers,7,1552,6,30,q
Poitiers,10,1553,7,27,q
Poitiers,6,1554,10,31,q
Poitiers,12,1555,6,28,q
Poitiers,9,1556,12,30,q
Poitiers,9,1557,9,29,q
Poitiers,6,1558,9,32,q
Poitiers,17,1559,6,25,q
Poitiers,26,1560,17,20,q
Poitiers,15,1561,26,25,q
Poitiers,8,1562,15,31,q
Poitiers,25,1563,8,19,q
Poitiers,15,1564,25,28,q
Poitiers,19,1565,15,25,q
Poitiers,16,1566,19,28,q
Poitiers,42,1567,16,18,q
Poitiers,18,1568,42,28,q
Poitiers,8,1569,18,33,q
Poitiers,6,1570,8,33,q
Poitiers,2,1571,6,35,q
Poitiers,19,1572,2,28,q
Poitiers,8,1573,19,31,q
Poitiers,14,1574,8,29,q
Poitiers,10,1575,14,30,q
Poitiers,8,1576,10,33,q
Poitiers,14,1577,8,28,q
Poitiers,3,1578,14,34,q
Poitiers,28,1579,3,20,q
Poitiers,6,1580,28,35,q
Poitiers,7,1581,6,33,q
Poitiers,3,1582,7,35,q
Poitiers,5,1583,3,35,q
Poitiers,4,1584,5,35,q
Poitiers,5,1585,4,35,q
Poitiers,9,1586,5,34,q
Poitiers,3,1587,9,36,q
Poitiers,17,1588,3,33,q
Poitiers,3,1589,17,36,q
Poitiers,13,1590,3,31,q
Poitiers,3,1591,13,34,q
Poitiers,1,1592,3,36,q
Poitiers,1,1593,1,36,q
Poitiers,7,1594,1,35,q
Poitiers,14,1595,7,32,q
Poitiers,20,1596,14,33,q
Poitiers,3,1597,20,36,q
Poitiers,6,1598,3,35,q
Poitiers,4,1599,6,35,q
Poitiers,7,1600,4,36,q
Roma,3,1467,3,3,q
Roma,6,1468,3,1,q
Roma,20,1469,6,1,q
Roma,44,1470,20,2,q
Roma,36,1471,44,2,q
Roma,39,1472,36,3,q
Roma,54,1473,39,1,q
Roma,81,1474,54,1,q
Roma,104,1475,81,1,q
Roma,48,1476,104,2,q
Roma,33,1477,48,5,q
Roma,42,1478,33,3,q
Roma,23,1479,42,7,q
Roma,36,1480,23,6,q
Roma,56,1481,36,2,q
Roma,36,1482,56,5,q
Roma,44,1483,36,5,q
Roma,49,1484,44,2,q
Roma,111,1485,49,1,q
Roma,23,1486,111,10,q
Roma,38,1487,23,6,q
Roma,31,1488,38,13,q
Roma,20,1489,31,14,q
Roma,72,1490,20,7,q
Roma,36,1491,72,7,q
Roma,68,1492,36,4,q
Roma,62,1493,68,4,q
Roma,39,1494,62,8,q
Roma,67,1495,39,7,q
Roma,21,1496,67,14,q
Roma,15,1497,21,15,q
Roma,23,1498,15,13,q
Roma,35,1499,23,8,q
Roma,188,1500,35,3,q
Roma,13,1501,188,15,q
Roma,7,1502,13,18,q
Roma,12,1503,7,15,q
Roma,16,1504,12,12,q
Roma,17,1505,16,14,q
Roma,16,1506,17,13,q
Roma,4,1507,16,21,q
Roma,10,1508,4,18,q
Roma,32,1509,10,10,q
Roma,61,1510,32,9,q
Roma,18,1511,61,12,q
Roma,28,1512,18,13,q
Roma,40,1513,28,8,q
Roma,34,1514,40,10,q
Roma,33,1515,34,14,q
Roma,40,1516,33,7,q
Roma,29,1517,40,11,q
Roma,26,1518,29,15,q
Roma,22,1519,26,17,q
Roma,26,1520,22,17,q
Roma,34,1521,26,16,q
Roma,31,1522,34,15,q
Roma,37,1523,31,14,q
Roma,69,1524,37,11,q
Roma,37,1525,69,14,q
Roma,32,1526,37,14,q
Roma,10,1527,32,18,q
Roma,4,1528,10,25,q
Roma,4,1529,4,25,q
Roma,10,1530,4,22,q
Roma,29,1531,10,16,q
Roma,14,1532,29,20,q
Roma,10,1533,14,21,q
Roma,8,1534,10,20,q
Roma,27,1535,8,17,q
Roma,23,1536,27,15,q
Roma,20,1537,23,16,q
Roma,18,1538,20,18,q
Roma,29,1539,18,15,q
Roma,23,1540,29,16,q
Roma,19,1541,23,17,q
Roma,33,1542,19,15,q
Roma,32,1543,33,18,q
Roma,40,1544,32,15,q
Roma,43,1545,40,14,q
Roma,43,1546,43,15,q
Roma,44,1547,43,9,q
Roma,22,1548,44,21,q
Roma,26,1549,22,17,q
Roma,34,1550,26,19,q
Roma,33,1551,34,17,q
Roma,38,1552,33,15,q
Roma,50,1553,38,13,q
Roma,51,1554,50,16,q
Roma,48,1555,51,14,q
Roma,68,1556,48,11,q
Roma,71,1557,68,9,q
Roma,61,1558,71,12,q
Roma,53,1559,61,12,q
Roma,60,1560,53,14,q
Roma,48,1561,60,17,q
Roma,43,1562,48,17,q
Roma,67,1563,43,15,q
Roma,103,1564,67,8,q
Roma,82,1565,103,10,q
Roma,81,1566,82,11,q
Roma,77,1567,81,11,q
Roma,91,1568,77,9,q
Roma,68,1569,91,12,q
Roma,78,1570,68,12,q
Roma,80,1571,78,9,q
Roma,80,1572,80,10,q
Roma,82,1573,80,7,q
Roma,67,1574,82,11,q
Roma,75,1575,67,11,q
Roma,61,1576,75,14,q
Roma,35,1577,61,18,q
Roma,52,1578,35,14,q
Roma,50,1579,52,15,q
Roma,64,1580,50,15,q
Roma,75,1581,64,11,q
Roma,73,1582,75,12,q
Roma,91,1583,73,8,q
Roma,120,1584,91,6,q
Roma,182,1585,120,6,q
Roma,230,1586,182,3,q
Roma,235,1587,230,3,q
Roma,247,1588,235,4,q
Roma,262,1589,247,4,q
Roma,204,1590,262,4,q
Roma,238,1591,204,3,q
Roma,237,1592,238,3,q
Roma,177,1593,237,6,q
Roma,150,1594,177,8,q
Roma,132,1595,150,10,q
Roma,144,1596,132,10,q
Roma,115,1597,144,10,q
Roma,151,1598,115,6,q
Roma,131,1599,151,9,q
Roma,164,1600,131,7,q
Rostock,2,1475,2,15,q
Rostock,8,1476,2,14,q
Rostock,2,1477,8,15,q
Rostock,1,1478,2,17,q
Rostock,7,1480,1,17,q
Rostock,1,1481,7,22,q
Rostock,2,1486,1,24,q
Rostock,1,1488,2,26,q
Rostock,3,1500,1,27,q
Rostock,2,1505,3,28,q
Rostock,3,1506,2,23,q
Rostock,5,1507,3,20,q
Rostock,2,1508,5,27,q
Rostock,2,1509,2,28,q
Rostock,4,1510,2,26,q
Rostock,3,1512,4,29,q
Rostock,1,1513,3,30,q
Rostock,4,1514,1,26,q
Rostock,4,1515,4,29,q
Rostock,7,1516,4,24,q
Rostock,4,1517,7,26,q
Rostock,3,1518,4,28,q
Rostock,6,1519,3,26,q
Rostock,6,1520,6,28,q
Rostock,7,1521,6,26,q
Rostock,5,1522,7,28,q
Rostock,16,1523,5,17,q
Rostock,3,1524,16,29,q
Rostock,3,1525,3,29,q
Rostock,15,1526,3,18,q
Rostock,10,1527,15,19,q
Rostock,5,1528,10,21,q
Rostock,7,1529,5,23,q
Rostock,9,1530,7,23,q
Rostock,6,1531,9,23,q
Rostock,1,1532,6,33,q
Rostock,3,1533,1,31,q
Rostock,1,1534,3,32,q
Rostock,4,1535,1,31,q
Rostock,1,1536,4,32,q
Rostock,4,1537,1,30,q
Rostock,4,1538,4,29,q
Rostock,8,1539,4,25,q
Rostock,18,1540,8,17,q
Rostock,7,1542,18,28,q
Rostock,10,1543,7,27,q
Rostock,11,1544,10,26,q
Rostock,6,1545,11,30,q
Rostock,8,1546,6,29,q
Rostock,6,1547,8,29,q
Rostock,4,1548,6,31,q
Rostock,1,1549,4,33,q
Rostock,36,1550,1,18,q
Rostock,4,1551,36,31,q
Rostock,13,1552,4,26,q
Rostock,7,1553,13,29,q
Rostock,7,1554,7,30,q
Rostock,12,1555,7,27,q
Rostock,15,1556,12,25,q
Rostock,8,1557,15,31,q
Rostock,12,1558,8,30,q
Rostock,4,1559,12,32,q
Rostock,13,1560,4,29,q
Rostock,11,1561,13,30,q
Rostock,18,1562,11,26,q
Rostock,23,1563,18,21,q
Rostock,21,1564,23,24,q
Rostock,21,1565,21,24,q
Rostock,14,1566,21,30,q
Rostock,19,1567,14,25,q
Rostock,24,1568,19,25,q
Rostock,28,1569,24,22,q
Rostock,21,1570,28,24,q
Rostock,15,1571,21,28,q
Rostock,32,1572,15,19,q
Rostock,20,1573,32,25,q
Rostock,24,1574,20,23,q
Rostock,27,1575,24,22,q
Rostock,34,1576,27,21,q
Rostock,50,1577,34,16,q
Rostock,40,1578,50,18,q
Rostock,41,1579,40,17,q
Rostock,44,1580,41,19,q
Rostock,32,1581,44,21,q
Rostock,23,1582,32,28,q
Rostock,16,1583,23,28,q
Rostock,31,1584,16,26,q
Rostock,22,1585,31,29,q
Rostock,36,1586,22,22,q
Rostock,29,1587,36,28,q
Rostock,46,1588,29,21,q
Rostock,43,1589,46,21,q
Rostock,26,1590,43,28,q
Rostock,35,1591,26,23,q
Rostock,35,1592,35,24,q
Rostock,21,1593,35,25,q
Rostock,34,1594,21,22,q
Rostock,42,1595,34,24,q
Rostock,55,1596,42,18,q
Rostock,36,1597,55,25,q
Rostock,32,1598,36,28,q
Rostock,52,1599,32,23,q
Rostock,66,1600,52,20,q
Rouen,1,1480,1,25,q
Rouen,1,1483,1,26,q
Rouen,3,1485,1,20,q
Rouen,6,1487,3,18,q
Rouen,5,1488,6,18,q
Rouen,3,1489,5,19,q
Rouen,9,1490,3,15,q
Rouen,4,1491,9,18,q
Rouen,7,1492,4,18,q
Rouen,5,1493,7,20,q
Rouen,12,1494,5,17,q
Rouen,18,1495,12,15,q
Rouen,6,1496,18,20,q
Rouen,6,1497,6,20,q
Rouen,9,1498,6,19,q
Rouen,5,1499,9,23,q
Rouen,44,1500,5,13,q
Rouen,12,1501,44,17,q
Rouen,9,1502,12,16,q
Rouen,8,1503,9,19,q
Rouen,6,1504,8,21,q
Rouen,15,1505,6,17,q
Rouen,20,1506,15,12,q
Rouen,38,1507,20,8,q
Rouen,23,1508,38,10,q
Rouen,13,1509,23,16,q
Rouen,19,1510,13,17,q
Rouen,16,1511,19,15,q
Rouen,12,1512,16,18,q
Rouen,18,1513,12,15,q
Rouen,11,1514,18,20,q
Rouen,28,1515,11,15,q
Rouen,14,1516,28,19,q
Rouen,16,1517,14,18,q
Rouen,14,1518,16,19,q
Rouen,12,1519,14,22,q
Rouen,22,1520,12,21,q
Rouen,17,1521,22,20,q
Rouen,7,1522,17,22,q
Rouen,6,1523,7,27,q
Rouen,1,1524,6,33,q
Rouen,5,1525,1,27,q
Rouen,1,1526,5,31,q
Rouen,6,1527,1,25,q
Rouen,7,1528,6,20,q
Rouen,4,1529,7,24,q
Rouen,21,1530,4,18,q
Rouen,6,1531,21,22,q
Rouen,4,1532,6,29,q
Rouen,5,1533,4,29,q
Rouen,7,1534,5,26,q
Rouen,4,1535,7,29,q
Rouen,4,1536,4,28,q
Rouen,11,1537,4,21,q
Rouen,13,1538,11,20,q
Rouen,6,1539,13,27,q
Rouen,9,1540,6,28,q
Rouen,8,1541,9,28,q
Rouen,7,1542,8,27,q
Rouen,38,1543,7,16,q
Rouen,20,1544,38,21,q
Rouen,10,1545,20,27,q
Rouen,5,1546,10,31,q
Rouen,5,1547,5,30,q
Rouen,9,1548,5,27,q
Rouen,6,1549,9,28,q
Rouen,18,1550,6,27,q
Rouen,16,1551,18,25,q
Rouen,16,1552,16,24,q
Rouen,20,1553,16,21,q
Rouen,22,1554,20,20,q
Rouen,14,1555,22,23,q
Rouen,14,1556,14,27,q
Rouen,15,1557,14,25,q
Rouen,19,1558,15,24,q
Rouen,4,1559,19,31,q
Rouen,7,1560,4,32,q
Rouen,14,1561,7,26,q
Rouen,7,1562,14,33,q
Rouen,23,1563,7,22,q
Rouen,7,1564,23,31,q
Rouen,9,1565,7,31,q
Rouen,17,1566,9,27,q
Rouen,13,1567,17,29,q
Rouen,25,1568,13,24,q
Rouen,14,1569,25,27,q
Rouen,12,1570,14,30,q
Rouen,19,1571,12,26,q
Rouen,16,1572,19,30,q
Rouen,18,1573,16,26,q
Rouen,37,1574,18,17,q
Rouen,11,1575,37,29,q
Rouen,9,1576,11,31,q
Rouen,15,1577,9,27,q
Rouen,22,1578,15,27,q
Rouen,22,1579,22,27,q
Rouen,30,1580,22,26,q
Rouen,19,1581,30,26,q
Rouen,23,1582,19,29,q
Rouen,19,1583,23,27,q
Rouen,21,1584,19,29,q
Rouen,24,1585,21,28,q
Rouen,34,1586,24,23,q
Rouen,59,1587,34,19,q
Rouen,42,1588,59,24,q
Rouen,25,1589,42,29,q
Rouen,26,1590,25,29,q
Rouen,11,1591,26,31,q
Rouen,12,1592,11,30,q
Rouen,12,1593,12,31,q
Rouen,26,1594,12,29,q
Rouen,47,1595,26,22,q
Rouen,31,1596,47,27,q
Rouen,69,1597,31,17,q
Rouen,41,1598,69,25,q
Rouen,56,1599,41,20,q
Rouen,90,1600,56,16,q
Salamanca,2,1480,2,24,q
Salamanca,1,1481,2,24,q
Salamanca,1,1482,1,23,q
Salamanca,1,1483,1,25,q
Salamanca,1,1484,1,24,q
Salamanca,4,1485,1,19,q
Salamanca,6,1486,4,19,q
Salamanca,1,1487,6,23,q
Salamanca,3,1488,1,21,q
Salamanca,2,1489,3,20,q
Salamanca,2,1490,2,26,q
Salamanca,3,1491,2,22,q
Salamanca,7,1492,3,19,q
Salamanca,5,1493,7,21,q
Salamanca,8,1494,5,20,q
Salamanca,10,1495,8,18,q
Salamanca,21,1496,10,15,q
Salamanca,11,1497,21,16,q
Salamanca,14,1498,11,15,q
Salamanca,10,1499,14,16,q
Salamanca,26,1500,10,17,q
Salamanca,20,1501,26,14,q
Salamanca,13,1502,20,14,q
Salamanca,5,1503,13,24,q
Salamanca,6,1504,5,22,q
Salamanca,4,1505,6,22,q
Salamanca,10,1506,4,18,q
Salamanca,10,1507,10,17,q
Salamanca,3,1508,10,23,q
Salamanca,7,1509,3,24,q
Salamanca,6,1510,7,24,q
Salamanca,8,1511,6,19,q
Salamanca,8,1512,8,23,q
Salamanca,3,1513,8,26,q
Salamanca,3,1514,3,28,q
Salamanca,5,1515,3,28,q
Salamanca,3,1516,5,29,q
Salamanca,8,1517,3,22,q
Salamanca,7,1518,8,25,q
Salamanca,5,1519,7,27,q
Salamanca,8,1520,5,26,q
Salamanca,5,1521,8,27,q
Salamanca,2,1522,5,31,q
Salamanca,6,1523,2,28,q
Salamanca,4,1524,6,27,q
Salamanca,1,1525,4,31,q
Salamanca,1,1526,1,32,q
Salamanca,4,1527,1,28,q
Salamanca,4,1528,4,26,q
Salamanca,3,1530,4,33,q
Salamanca,1,1531,3,32,q
Salamanca,7,1532,1,24,q
Salamanca,8,1533,7,23,q
Salamanca,7,1534,8,23,q
Salamanca,4,1535,7,28,q
Salamanca,4,1536,4,27,q
Salamanca,2,1537,4,32,q
Salamanca,11,1538,2,23,q
Salamanca,6,1539,11,28,q
Salamanca,11,1540,6,27,q
Salamanca,13,1541,11,21,q
Salamanca,5,1542,13,29,q
Salamanca,16,1543,5,23,q
Salamanca,11,1544,16,25,q
Salamanca,15,1545,11,21,q
Salamanca,15,1546,15,23,q
Salamanca,15,1547,15,20,q
Salamanca,7,1548,15,28,q
Salamanca,13,1549,7,25,q
Salamanca,25,1550,13,25,q
Salamanca,25,1551,25,19,q
Salamanca,16,1552,25,23,q
Salamanca,14,1553,16,25,q
Salamanca,31,1554,14,18,q
Salamanca,24,1555,31,20,q
Salamanca,26,1556,24,18,q
Salamanca,27,1557,26,18,q
Salamanca,12,1558,27,29,q
Salamanca,8,1559,12,30,q
Salamanca,22,1560,8,23,q
Salamanca,17,1561,22,23,q
Salamanca,25,1562,17,23,q
Salamanca,24,1563,25,20,q
Salamanca,17,1564,24,26,q
Salamanca,24,1565,17,22,q
Salamanca,27,1566,24,21,q
Salamanca,21,1567,27,24,q
Salamanca,30,1568,21,21,q
Salamanca,53,1569,30,16,q
Salamanca,52,1570,53,17,q
Salamanca,34,1571,52,19,q
Salamanca,29,1572,34,21,q
Salamanca,40,1573,29,18,q
Salamanca,33,1574,40,20,q
Salamanca,34,1575,33,20,q
Salamanca,44,1576,34,17,q
Salamanca,30,1577,44,20,q
Salamanca,37,1578,30,20,q
Salamanca,22,1579,37,24,q
Salamanca,34,1580,22,22,q
Salamanca,37,1581,34,18,q
Salamanca,35,1582,37,20,q
Salamanca,34,1583,35,20,q
Salamanca,46,1584,34,18,q
Salamanca,40,1585,46,23,q
Salamanca,32,1586,40,26,q
Salamanca,36,1587,32,25,q
Salamanca,59,1588,36,18,q
Salamanca,39,1589,59,23,q
Salamanca,23,1590,39,30,q
Salamanca,35,1591,23,24,q
Salamanca,29,1592,35,25,q
Salamanca,27,1593,29,24,q
Salamanca,21,1594,27,30,q
Salamanca,33,1595,21,27,q
Salamanca,29,1596,33,28,q
Salamanca,18,1597,29,30,q
Salamanca,24,1598,18,30,q
Salamanca,19,1599,24,33,q
Salamanca,16,1600,19,33,q
Sevilla,2,1477,2,16,q
Sevilla,1,1478,2,18,q
Sevilla,2,1480,1,23,q
Sevilla,1,1481,2,23,q
Sevilla,1,1482,1,22,q
Sevilla,3,1483,1,20,q
Sevilla,2,1486,3,23,q
Sevilla,2,1489,2,22,q
Sevilla,6,1490,2,20,q
Sevilla,11,1491,6,15,q
Sevilla,10,1492,11,17,q
Sevilla,6,1493,10,19,q
Sevilla,10,1494,6,19,q
Sevilla,9,1495,10,19,q
Sevilla,11,1496,9,18,q
Sevilla,9,1497,11,17,q
Sevilla,9,1498,9,18,q
Sevilla,15,1499,9,15,q
Sevilla,17,1500,15,20,q
Sevilla,13,1501,17,16,q
Sevilla,8,1502,13,17,q
Sevilla,18,1503,8,13,q
Sevilla,6,1504,18,19,q
Sevilla,2,1505,6,26,q
Sevilla,9,1506,2,19,q
Sevilla,4,1507,9,22,q
Sevilla,3,1508,4,24,q
Sevilla,11,1509,3,20,q
Sevilla,9,1510,11,21,q
Sevilla,16,1511,9,16,q
Sevilla,21,1512,16,15,q
Sevilla,4,1513,21,25,q
Sevilla,13,1514,4,18,q
Sevilla,15,1515,13,22,q
Sevilla,23,1516,15,14,q
Sevilla,11,1517,23,21,q
Sevilla,12,1518,11,21,q
Sevilla,11,1519,12,23,q
Sevilla,23,1520,11,20,q
Sevilla,13,1521,23,21,q
Sevilla,13,1522,13,20,q
Sevilla,6,1523,13,26,q
Sevilla,9,1524,6,22,q
Sevilla,17,1525,9,17,q
Sevilla,22,1526,17,16,q
Sevilla,20,1527,22,15,q
Sevilla,30,1528,20,15,q
Sevilla,16,1529,30,16,q
Sevilla,32,1530,16,16,q
Sevilla,17,1531,32,19,q
Sevilla,18,1532,17,19,q
Sevilla,26,1533,18,13,q
Sevilla,36,1534,26,13,q
Sevilla,30,1535,36,16,q
Sevilla,20,1536,30,17,q
Sevilla,19,1537,20,17,q
Sevilla,20,1538,19,17,q
Sevilla,16,1539,20,20,q
Sevilla,16,1540,16,20,q
Sevilla,14,1541,16,20,q
Sevilla,35,1542,14,14,q
Sevilla,34,1543,35,17,q
Sevilla,23,1544,34,19,q
Sevilla,39,1545,23,15,q
Sevilla,28,1546,39,19,q
Sevilla,23,1547,28,17,q
Sevilla,29,1548,23,19,q
Sevilla,19,1549,29,22,q
Sevilla,29,1550,19,22,q
Sevilla,17,1551,29,24,q
Sevilla,25,1552,17,18,q
Sevilla,9,1553,25,28,q
Sevilla,15,1554,9,26,q
Sevilla,14,1555,15,25,q
Sevilla,7,1556,14,32,q
Sevilla,2,1557,7,35,q
Sevilla,7,1558,2,31,q
Sevilla,4,1559,7,33,q
Sevilla,4,1560,4,35,q
Sevilla,1,1561,4,35,q
Sevilla,10,1562,1,29,q
Sevilla,7,1563,10,33,q
Sevilla,5,1564,7,34,q
Sevilla,8,1565,5,33,q
Sevilla,2,1566,8,36,q
Sevilla,9,1567,2,35,q
Sevilla,6,1568,9,34,q
Sevilla,14,1569,6,28,q
Sevilla,14,1570,14,28,q
